INN|NameOrg|Surname|Name|Patronymic|Okved|Okveds|Address|Employee Count|Founders|Managers|Income|Expense|Phones|Emails
7714874896|"АО ""АГЕНТСТВО ""РК-МЕДИА"""||||71.2|Технические испытания, исследования, анализ и сертификация,Строительство жилых и нежилых зданий,Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ,Работы строительные отделочные,Подготовка строительной площадки,Торговля оптовая за вознаграждение или на договорной основе,Торговля оптовая сельскохозяйственным сырьем и живыми животными,Торговля оптовая пищевыми продуктами, напитками и табачными изделиями,Торговля оптовая непродовольственными потребительскими товарами,Торговля оптовая прочими машинами, оборудованием и принадлежностями,Торговля оптовая специализированная прочая,Торговля оптовая неспециализированная,Торговля розничная в неспециализированных магазинах,Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах,Торговля розничная прочими бытовыми изделиями в специализированных магазинах,Торговля розничная вне магазинов, палаток, рынков,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах,Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,Торговля розничная бывшими в употреблении товарами в магазинах,Деятельность ресторанов и услуги по доставке продуктов питания,Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания,Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах,Подача напитков,Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги,Деятельность консультативная и работы в области компьютерных технологий,Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая,Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет,Деятельность по созданию и использованию баз данных и информационных ресурсов,Деятельность информационных агентств,Покупка и продажа собственного недвижимого имущества,Аренда и управление собственным или арендованным недвижимым имуществом,Операции с недвижимым имуществом за вознаграждение или на договорной основе,Деятельность в области права,Консультирование по вопросам коммерческой деятельности и управления,Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях,Деятельность в области гидрометеорологии и смежных с ней областях, мониторинга состояния окружающей среды, ее загрязнения,Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции,Сертификация продукции, услуг и организаций,Деятельность по техническому контролю, испытаниям и анализу прочая,Деятельность рекламных агентств,Деятельность в области фотографии,Деятельность по письменному и устному переводу,Деятельность по упаковыванию товаров,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки,Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки,Ремонт компьютеров и коммуникационного оборудования,Ремонт предметов личного потребления и хозяйственно-бытового назначения|г Москва, Большой Коптевский проезд, д 3 стр 1, офис 12/2|0|""|ФИО: Егоренков Виталий Викторович, Должность: КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ|||378444|buh@gr-ing.com, info@goldenberg.ru
7714874913|"НАО ""ЦАРЬГРАД МЕДИА"""||||63.12.1|Деятельность сетевых изданий,Производство кинофильмов, видеофильмов и телевизионных программ,Деятельность в области радиовещания,Деятельность в области телевизионного вещания,Деятельность информационных агентств,Деятельность по оказанию услуг по составлению обзоров новостей, услуг по подборке печатных изданий и подобной информации,Аренда и управление собственным или арендованным недвижимым имуществом|г Москва, Партийный пер, д 1 к 57 стр 3, помещ I ком 45|121|""|ФИО: Тришин Максим Сергеевич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|221386000.0|291658000.0|""|Taisiya.Karipova@gmail.com, Taisiya.Karipova@Tsargrad.TV
7714874920|"ООО ""ЛЕБОСКА"""||||82.99|Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки,Деятельность агентов по оптовой торговле мебелью, бытовыми товарами, скобяными, ножевыми и прочими металлическими изделиями,Деятельность агентов по оптовой торговле мебелью,Торговля оптовая текстильными изделиями,Торговля оптовая галантерейными изделиями,Торговля оптовая обувью,Торговля оптовая аксессуарами одежды и головными уборами, кроме меховых,Торговля оптовая изделиями из керамики и стекла,Торговля оптовая парфюмерными и косметическими товарами,Торговля оптовая мебелью, коврами и осветительным оборудованием,Торговля оптовая ювелирными изделиями,Торговля оптовая книгами,Торговля оптовая играми и игрушками,Торговля оптовая спортивными товарами, включая велосипеды,Торговля оптовая изделиями из кожи и дорожными аксессуарами,Торговля оптовая неспециализированная,Торговля розничная в неспециализированных магазинах,Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах,Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах,Торговля розничная книгами в специализированных магазинах,Торговля розничная писчебумажными и канцелярскими товарами в специализированных магазинах,Торговля розничная аксессуарами одежды (перчатками, галстуками, шарфами, ремнями, подтяжками и т. п.) в специализированных магазинах,Торговля розничная изделиями из кожи и дорожными принадлежностями в специализированных магазинах,Торговля розничная часами в специализированных магазинах,Торговля розничная ювелирными изделиями в специализированных магазинах,Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет,Торговля розничная через Интернет-аукционы,Торговля розничная, осуществляемая непосредственно при помощи телевидения, радио, телефона,Консультирование по вопросам коммерческой деятельности и управления,Деятельность рекламная,Исследование конъюнктуры рынка и изучение общественного мнения,Деятельность в области фотографии,Деятельность по письменному и устному переводу,Деятельность по упаковыванию товаров|г Москва, ул Большая Садовая, д 14 стр 6, помещ 415|2|Левочка Ольга Викторовна|ФИО: Левочка Ольга Викторовна, Должность: ИСПОЛНИТЕЛЬНЫЙ ДИРЕКТОР|45355000.0|29971000.0|""|chebykin@leboska.ru
7714874960|"ООО ""ЛЕТО"""||||64.99|Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки,Строительство жилых и нежилых зданий,Строительство прочих инженерных сооружений, не включенных в другие группировки,Разборка и снос зданий,Расчистка территории строительной площадки,Торговля оптовая неспециализированная,Деятельность по предоставлению займов промышленности,Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний,Покупка и продажа собственного недвижимого имущества,Аренда и управление собственным или арендованным недвижимым имуществом,Предоставление посреднических услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,Предоставление посреднических услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,Предоставление консультационных услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,Предоставление консультационных услуг по аренде недвижимого имущества за вознаграждение или на договорной основе|г Москва, 2-й Хорошёвский проезд, д 7 стр 18|0|Пронин Олег Валентинович|ФИО: Басанский Виталий Александрович, Должность: КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ|0.0|0.0|(495) 7898888,(495) 6771519|""
7714875025|"ООО ""АС"""||||41.20|Строительство жилых и нежилых зданий,Строительство жилых и нежилых зданий,Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ,Работы строительные отделочные,Разборка и снос зданий,Производство земляных работ,Производство электромонтажных работ,Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха,Работы строительные специализированные прочие, не включенные в другие группировки,Работы гидроизоляционные,Деятельность автомобильного грузового транспорта и услуги по перевозкам,Перевозка грузов специализированными автотранспортными средствами,Перевозка грузов неспециализированными автотранспортными средствами,Аренда грузового автомобильного транспорта с водителем,Транспортная обработка грузов,Деятельность вспомогательная прочая, связанная с перевозками,Управление недвижимым имуществом за вознаграждение или на договорной основе,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,Деятельность в области архитектуры,Аренда и лизинг строительных машин и оборудования,Аренда и лизинг прочих сухопутных транспортных средств и оборудования|г Москва, ул Авиамоторная, д 50 стр 2, помещ XIV ком 39|8|Демидов Александр Иванович|ФИО: Садовский Василий Викторович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|479599000.0|479272000.0|""|""
7714875040|"ООО ""БАЙКАЛВЕСТ"""||||46.1|Торговля оптовая за вознаграждение или на договорной основе,Выращивание однолетних культур,Выращивание многолетних культур,Животноводство,Строительство жилых и нежилых зданий,Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ,Работы строительные отделочные,Подготовка строительной площадки,Работы строительные специализированные прочие, не включенные в другие группировки,Торговля оптовая пищевыми продуктами, напитками и табачными изделиями,Торговля оптовая непродовольственными потребительскими товарами,Торговля розничная в неспециализированных магазинах,Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах,Торговля розничная прочими бытовыми изделиями в специализированных магазинах,Деятельность прочего сухопутного пассажирского транспорта,Деятельность автомобильного грузового транспорта и услуги по перевозкам,Деятельность по складированию и хранению,Транспортная обработка грузов,Деятельность вспомогательная прочая, связанная с перевозками,Деятельность гостиниц и прочих мест для временного проживания,Деятельность ресторанов и услуги по доставке продуктов питания,Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания,Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах,Деятельность предприятий общественного питания по прочим видам организации питания,Подача напитков,Деятельность в области радиовещания,Деятельность в области телевизионного вещания,Деятельность в области связи на базе проводных технологий прочая,Деятельность консультативная и работы в области компьютерных технологий,Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая,Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность,Деятельность по созданию и использованию баз данных и информационных ресурсов,Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки,Деятельность брокерская по сделкам с ценными бумагами и товарами,Деятельность рекламная,Аренда и лизинг вычислительных машин и оборудования,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки,Деятельность по организации и проведению азартных игр и заключения пари,Деятельность в области отдыха и развлечений,Деятельность в области спорта прочая,Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки,Ремонт компьютеров и коммуникационного оборудования,Деятельность физкультурно- оздоровительная|г Москва, ул Писцовая, д 10 стр 4|0|Парилова Ольга Владимировна,Парилова Наталия Викторовна|ФИО: Парилова Наталия Викторовна, Должность: Генеральный директор|2265000.0|2346000.0|""|""
7714875120|"ООО ""ВО"""||||46.69.1|Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов,Ремонт электронного и оптического оборудования,Ремонт электрического оборудования,Ремонт и техническое обслуживание летательных аппаратов, включая космические,Монтаж промышленных машин и оборудования,Торговля оптовая за вознаграждение или на договорной основе,Торговля оптовая неспециализированная,Торговля оптовая прочими машинами и оборудованием,Торговля розничная прочими бытовыми изделиями в специализированных магазинах,Торговля розничная вне магазинов, палаток, рынков,Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет,Торговля розничная через Интернет-аукционы,Торговля розничная, осуществляемая непосредственно при помощи телевидения, радио, телефона,Аренда грузовых воздушных судов с экипажем,Деятельность вспомогательная, связанная с автомобильным транспортом,Транспортная обработка грузов,Деятельность вспомогательная прочая, связанная с перевозками,Деятельность почтовой связи общего пользования,Деятельность курьерская,Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая,Деятельность по созданию и использованию баз данных и информационных ресурсов,Денежное посредничество,Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению,Денежное посредничество прочее,Деятельность по финансовой аренде (лизингу/сублизингу),Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки,Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения,Деятельность брокерская по сделкам с ценными бумагами и товарами,Деятельность биржевых посредников и биржевых брокеров, совершающих товарные фьючерсные и опционные сделки в биржевой торговле,Деятельность вспомогательная прочая в сфере финансовых услуг, кроме страхования и пенсионного обеспечения,Деятельность по предоставлению брокерских услуг по ипотечным операциям,Операции с недвижимым имуществом за вознаграждение или на договорной основе,Деятельность в области права и бухгалтерского учета,Деятельность по управлению финансово-промышленными группами,Деятельность по управлению холдинг-компаниями,Консультирование по вопросам коммерческой деятельности и управления,Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях,Деятельность в области гидрометеорологии и смежных с ней областях, мониторинга состояния окружающей среды, ее загрязнения,Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции,Технические испытания, исследования, анализ и сертификация,Научные исследования и разработки в области естественных и технических наук прочие,Деятельность рекламная,Исследование конъюнктуры рынка и изучение общественного мнения,Деятельность в области фотографии,Деятельность по письменному и устному переводу,Аренда и лизинг воздушных судов и авиационного оборудования,Деятельность агентств по подбору персонала,Деятельность по упаковыванию товаров,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки|Московская обл, г Ногинск, г Электроугли, ул Школьная, д 40, кв 85|1|Касаткин Ярослав Аркадьевич|ФИО: Касаткин Ярослав Аркадьевич, Должность: Генеральный директор|0.0|0.0|""|avtoritet59re@yandex.ru
7714875160|"ООО ""ПРОТЕКС"""||||46.41|Торговля оптовая текстильными изделиями,Производство деревянных строительных конструкций и столярных изделий,Производство прочих строительно-монтажных работ,Работы столярные и плотничные,Торговля оптовая прочими машинами, оборудованием и принадлежностями,Торговля оптовая галантерейными изделиями|г Москва, ул Зорге, д 14 к 3|2|Малахов Михаил Анатольевич|ФИО: Малахов Михаил Анатольевич, Должность: Генеральный директор|11696000.0|11320000.0|""|prt-m@mail.ru
7714875184|"АО ""ЛЕКСЕМА"""||||58|Деятельность издательская,Издание книг, периодических публикаций и другие виды издательской деятельности,Деятельность в области радиовещания,Деятельность в области телевизионного вещания,Деятельность рекламная|г Москва, ул Острякова, д 6|2|""|ФИО: Саламатова Мария Юрьевна, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|9200000.0|10764000.0|""|""
7714875226|"ООО ""ПЕГАС МСК"""||||79.11|Деятельность туристических агентств,Торговля розничная прочая вне магазинов, палаток, рынков,Деятельность по предоставлению мест для краткосрочного проживания,Деятельность по предоставлению прочих мест для временного проживания,Деятельность в области права и бухгалтерского учета,Деятельность по предоставлению туристических информационных услуг,Деятельность по предоставлению экскурсионных туристических услуг,Деятельность по предоставлению туристических услуг, связанных с бронированием,Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки|г Москва, Волоколамское шоссе, д 5 стр 1, ком 10|3|Букрей Виталий Григорьевич|ФИО: Шаповалова Елена Викторовна, Должность: Генеральный директор|26471000.0|30556000.0|(495) 221-33-68,(495) 221-33-68|pegas.msk@pegast.ru
