INN|NameOrg|Surname|Name|Patronymic|Okved|Okveds|Address|Employee Count|Founders|Managers|Income|Expense|Phones|Emails
1650298210|"ООО ""СП ""СТАРТ"""||||46.90|Торговля оптовая неспециализированная,Производство автотранспортных средств,Производство кузовов для автотранспортных средств; производство прицепов и полуприцепов,Производство грузовых контейнеров,Производство электрического и электронного оборудования для автотранспортных средств,Производство прочих комплектующих и принадлежностей для автотранспортных средств,Торговля автотранспортными средствами,Торговля автомобильными деталями, узлами и принадлежностями,Техническое обслуживание и ремонт автотранспортных средств,Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы,Деятельность автомобильного грузового транспорта и услуги по перевозкам,Деятельность вспомогательная прочая, связанная с перевозками,Деятельность почтовой связи общего пользования,Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая,Деятельность в области права,Консультирование по вопросам коммерческой деятельности и управления,Научные исследования и разработки в области естественных и технических наук прочие,Деятельность рекламных агентств,Аренда и лизинг легковых автомобилей и легких автотранспортных средств,Аренда и лизинг сельскохозяйственных машин и оборудования,Аренда и лизинг прочего автомобильного транспорта и оборудования|Респ Татарстан, г Набережные Челны, ул Промышленная, д 72/23|11|Максимова Эльвира Ильдаровна|ФИО: Винницкий Олег, Должность: УПРАВЛЯЮЩИЙ ИП|437406000.0|425475000.0|89600810954|office@16start.ru
1650298259|"ООО ""СТРОЙРЕМОНТ"""||||43.31|Производство штукатурных работ,Строительство жилых и нежилых зданий,Работы столярные и плотничные,Работы по устройству покрытий полов и облицовке стен,Производство малярных и стекольных работ,Производство прочих отделочных и завершающих работ,Производство кровельных работ,Работы гидроизоляционные,Работы по установке строительных лесов и подмостей,Работы бетонные и железобетонные,Работы по монтажу стальных строительных конструкций,Работы каменные и кирпичные|Респ Татарстан, г Набережные Челны, ул им Низаметдинова Р.М., д 16Б, помещ 2|2|Давыдов Андрей Анатольевич,Багров Сергей Иванович|ФИО: Давыдов Андрей Анатольевич, Должность: ДИРЕКТОР|7229000.0|6835000.0|89872212259|""
1650298266|"ООО ""АВТЭК"""||||52.21|Деятельность вспомогательная, связанная с сухопутным транспортом,Торговля автотранспортными средствами,Торговля автомобильными деталями, узлами и принадлежностями,Техническое обслуживание и ремонт автотранспортных средств,Деятельность прочего сухопутного пассажирского транспорта,Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении,Деятельность легкового такси и арендованных легковых автомобилей с водителем,Деятельность по складированию и хранению,Транспортная обработка грузов,Деятельность вспомогательная прочая, связанная с перевозками,Аренда и лизинг прочего автомобильного транспорта и оборудования|Респ Татарстан, г Набережные Челны, ул Аделя Кутуя, д 12, помещ 1002|41|Сандаков Николай Витальевич,Силантьев Александр Васильевич,Таранова Елена Васильевна|ФИО: Таранова Елена Васильевна, Должность: ДИРЕКТОР|170384000.0|168990000.0|8552374587|""
1650298280|"ООО ПКФ ""ГСС"""||||41.20|Строительство жилых и нежилых зданий,Предоставление услуг в области добычи нефти и природного газа,Печатание газет,Прочие виды полиграфической деятельности,Изготовление печатных форм и подготовительная деятельность,Деятельность брошюровочно- переплетная и отделочная и сопутствующие услуги,Производство частей приборов и инструментов для навигации, управления, измерения, контроля, испытаний и прочих целей,Ремонт машин и оборудования,Ремонт электронного и оптического оборудования,Ремонт электрического оборудования,Монтаж промышленных машин и оборудования,Производство электроэнергии,Распределение электроэнергии,Распределение газообразного топлива по газораспределительным сетям,Обеспечение работоспособности котельных,Обеспечение работоспособности тепловых сетей,Строительство автомобильных дорог и автомагистралей,Строительство водных сооружений,Строительство прочих инженерных сооружений, не включенных в другие группировки,Разборка и снос зданий,Производство земляных работ,Разведочное бурение,Производство электромонтажных работ,Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха,Производство прочих строительно-монтажных работ,Производство штукатурных работ,Работы столярные и плотничные,Работы по устройству покрытий полов и облицовке стен,Производство малярных и стекольных работ,Производство прочих отделочных и завершающих работ,Производство кровельных работ,Работы строительные специализированные прочие, не включенные в другие группировки,Работы гидроизоляционные,Торговля оптовая бытовыми электротоварами,Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,Деятельность трубопроводного транспорта,Деятельность в области права,Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию,Деятельность по управлению финансово-промышленными группами,Деятельность по управлению холдинг-компаниями,Консультирование по вопросам коммерческой деятельности и управления,Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях,Деятельность в области гидрометеорологии и смежных с ней областях, мониторинга состояния окружающей среды, ее загрязнения,Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции,Технические испытания, исследования, анализ и сертификация,Деятельность рекламных агентств,Исследование конъюнктуры рынка и изучение общественного мнения|Респ Татарстан, г Набережные Челны, пр-кт Мира, д 70, офис 6|2|Пустобаев Дмитрий Валерьевич|ФИО: Пустобаев Дмитрий Валерьевич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|0.0|86000.0|+7(903)3198173|gss1414@mail.ru
1650298280|"ФИЛИАЛ ООО ПКФ ""ГСС"""|||||""|Респ Татарстан, г Альметьевск, ул Советская, д 180|2|""|""|0.0|86000.0|""|""
1650298298|"ООО ""ГРИН РЭЙ ЧЕЛНЫ"""||||46.69|Торговля оптовая прочими машинами и оборудованием,Торговля розничная автомобильными деталями, узлами и принадлежностями,Торговля оптовая бытовыми электротоварами,Торговля оптовая электрической бытовой техникой,Торговля оптовая чистящими средствами,Торговля оптовая прочей офисной техникой и оборудованием,Торговля оптовая эксплуатационными материалами и принадлежностями машин,Торговля розничная вне магазинов, палаток, рынков,Торговля розничная моторным топливом в специализированных магазинах,Торговля розничная обоями и напольными покрытиями в специализированных магазинах,Торговля розничная бытовыми изделиями и приборами, не включенными в другие группировки, в специализированных магазинах,Торговля розничная прочая в специализированных магазинах,Деятельность по чистке и уборке жилых зданий и нежилых помещений прочая,Деятельность по чистке и уборке прочая, не включенная в другие группировки,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки|Респ Татарстан, г Набережные Челны, ул Раскольникова, д 62, кв 4|9|Тян Олег Аркадьевич|ФИО: Тян Олег Аркадьевич, Должность: ДИРЕКТОР|28312000.0|27083000.0|8(8552)397019|""
1650298315|||||69.20|Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию,Деятельность в области права,Деятельность по проведению финансового аудита,Деятельность по оказанию услуг в области бухгалтерского учета,Деятельность по управлению финансово-промышленными группами,Деятельность по управлению холдинг-компаниями,Консультирование по вопросам коммерческой деятельности и управления,Деятельность по мониторингу загрязнения окружающей среды для физических и юридических лиц,Экспертиза проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий,Деятельность рекламных агентств,Деятельность агентств по подбору персонала,Деятельность по подбору персонала прочая,Деятельность по чистке и уборке жилых зданий и нежилых помещений прочая,Деятельность по чистке и уборке прочая, не включенная в другие группировки,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки|Респ Татарстан, г Набережные Челны, б-р Томази Кереселидзе, д 3/97, кв 88|1|Файзулжанова Сурия Раджаповна|ФИО: Файзулжанова Сурия Раджаповна, Должность: ДИРЕКТОР|987000.0|987000.0|""|fcr2011@yandex.ru
1650298330|"ООО ""ЭКСПЕРТИЗА"""||||71.20|Технические испытания, исследования, анализ и сертификация,Деятельность вспомогательная в сфере страхования и пенсионного обеспечения,Предоставление посреднических услуг при оценке недвижимого имущества за вознаграждение или на договорной основе,Деятельность в области права,Консультирование по вопросам коммерческой деятельности и управления,Судебно-экспертная деятельность,Испытания и анализ физико-механических свойств материалов и веществ,Экспертиза проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий,Деятельность по техническому контролю, испытаниям и анализу прочая,Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки|Респ Татарстан, г Набережные Челны, ул Раскольникова, д 63/92, кв 173|1|Зиннурова Василя Рамиловна,Зиннуров Ренат Мирзанурович|ФИО: Зиннурова Василя Рамиловна, Должность: ДИРЕКТОР|418000.0|619000.0|89872101160|""
1650298347|"ООО ""СТРОЙХОЛДИНГ"""||||41.20|Строительство жилых и нежилых зданий,Строительство прочих инженерных сооружений, не включенных в другие группировки,Производство земляных работ,Производство электромонтажных работ,Производство штукатурных работ,Работы по устройству покрытий полов и облицовке стен,Производство малярных работ,Производство кровельных работ,Работы строительные специализированные прочие, не включенные в другие группировки,Работы гидроизоляционные|Респ Татарстан, г Набережные Челны, Хлебный проезд, д 19, помещ 1|2|Котов Игорь Иванович|ФИО: Котов Игорь Иванович, Должность: ДИРЕКТОР|350000.0|1144000.0|+7(917)8559899|cx-nk@mail.ru
1650298523|"ООО ПКФ ТД ""КЗТ"""||||25.11|Производство строительных металлических конструкций, изделий и их частей,Обработка металлов и нанесение покрытий на металлы,Обработка металлических изделий механическая,Торговля автомобильными деталями, узлами и принадлежностями,Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов,Торговля оптовая неспециализированная|Респ Татарстан, г Набережные Челны, ул Промышленная, д 54, помещ 1|128|Юлдашев Альберт Робертович|ФИО: Юлдашев Альберт Робертович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|986159000.0|974420000.0|8 (8552) 535233|""
