INN|NameOrg|Surname|Name|Patronymic|Okved|Okveds|Address|Employee Count|Founders|Managers|Income|Expense|Phones|Emails
7703818836|"ООО ""РЕФТЕХНО.РУС"""||||46.90|Торговля оптовая неспециализированная,Производство строительных металлических конструкций, изделий и их частей,Производство теплообменных устройств, оборудования для кондиционирования воздуха промышленного холодильного и морозильного оборудования, производство оборудования для фильтрования и очистки газов,Производство оборудования для кондиционирования воздуха,Производство промышленного холодильного и морозильного оборудования,Ремонт машин и оборудования,Производство, передача и распределение пара и горячей воды; кондиционирование воздуха,Строительство жилых и нежилых зданий,Деятельность агентов по оптовой торговле промышленными и техническими химическими веществами,Деятельность агентов по оптовой торговле скобяными, ножевыми и прочими бытовыми металлическими изделиями,Торговля оптовая напитками,Торговля оптовая табачными изделиями,Торговля оптовая санитарно-техническим оборудованием,Торговля оптовая лакокрасочными материалами,Торговля оптовая листовым стеклом,Торговля оптовая прочими строительными материалами и изделиями,Торговля оптовая промышленными химикатами,Торговля розничная напитками в специализированных магазинах,Торговля розничная табачными изделиями в специализированных магазинах,Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,Торговля розничная прочая вне магазинов, палаток, рынков,Хранение и складирование жидких или газообразных грузов,Транспортная обработка прочих грузов,Деятельность вспомогательная прочая, связанная с перевозками|г Москва, Стрельбищенский пер, д 30 стр 1а|1|Ильясов Руслан Ринатович|ФИО: Ильясов Руслан Ринатович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|123000.0|2925000.0|""|mirsaitova@transcool.ru
7703818843|"ООО ""АРГОР"""||||68.20|Аренда и управление собственным или арендованным недвижимым имуществом,Деятельность легкового такси и арендованных легковых автомобилей с водителем,Покупка и продажа собственного недвижимого имущества,Покупка и продажа земельных участков,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Управление недвижимым имуществом за вознаграждение или на договорной основе,Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе,Аренда и лизинг легковых автомобилей и легких автотранспортных средств,Аренда и лизинг офисных машин и оборудования, включая вычислительную технику|г Москва, ул Малая Грузинская, д 25 стр 1|7|Григорьянц Валерий Саркисович|ФИО: Мартиросов Артём Львович, Должность: Генеральный директор|39783000.0|47189000.0|(8-495) 609-36-47|""
7703818882|"ООО ""ФЬЮЗ"""||||73.11|Деятельность рекламных агентств,Прочие виды полиграфической деятельности,Производство кинофильмов, видеофильмов и телевизионных программ,Разработка компьютерного программного обеспечения,Деятельность консультативная и работы в области компьютерных технологий,Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая,Деятельность по созданию и использованию баз данных и информационных ресурсов,Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию,Деятельность в области фотографии,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки|г Москва, ул Пресненский Вал, д 21 стр 12, помещ 196Н|1|Кутник Александра Юрьевна|ФИО: Кутник Александра Юрьевна, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|2653000.0|2651000.0|""|info@fuse.su, SASHA@FUSE.SU
7703818900|"ООО ""КОНТАКТ"""||||68.31.12|Предоставление посреднических услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,Производство питьевого молока и питьевых сливок,Производство хлеба и хлебобулочных изделий недлительного хранения,Производство мучных кондитерских изделий, тортов и пирожных недлительного хранения,Производство печенья,Производство сахара,Производство чая и кофе,Производство готовых пищевых продуктов и блюд,Производство упакованных питьевых вод, включая минеральные воды,Производство спецодежды,Производство прочей верхней одежды,Производство чемоданов, дамских сумок и аналогичных изделий из кожи и других материалов; производство шорно-седельных и других изделий из кожи,Производство резиновых шин, покрышек и камер; восстановление резиновых шин и покрышек,Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений,Производство медицинских инструментов и оборудования,Ремонт машин и оборудования,Ремонт электрического оборудования,Монтаж промышленных машин и оборудования,Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов,Деятельность агентов по оптовой торговле вычислительной техникой, телекоммуникационным оборудованием и прочим офисным оборудованием,Торговля оптовая одеждой, включая спортивную, кроме нательного белья,Торговля оптовая фармацевтической продукцией,Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением,Торговля оптовая деревообрабатывающими станками,Торговля оптовая металлообрабатывающими станками,Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами,Торговля оптовая твердым топливом,Торговля оптовая неспециализированная,Деятельность в области связи на базе проводных технологий,Предоставление посреднических услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе,Предоставление консультационных услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,Предоставление консультационных услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе|г Москва, Шмитовский проезд, д 16 стр 2, помещ III офис 5|1|Курилов Владимир Владимирович|ФИО: Курилов Владимир Владимирович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|23128000.0|24670000.0|""|""
7703818956|"ООО ""ТРЕРУС"""||||47.7|Торговля розничная прочими товарами в специализированных магазинах,Производство ювелирных изделий, медалей из драгоценных металлов и драгоценных камней,Изготовление ювелирных изделий и аналогичных изделий по индивидуальному заказу населения,Деятельность агентов по оптовой торговле мебелью, бытовыми товарами, скобяными, ножевыми и прочими металлическими изделиями,Деятельность агентов по оптовой торговле текстильными изделиями, одеждой, обувью, изделиями из кожи и меха,Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,Торговля оптовая цветами и растениями,Торговля оптовая текстильными изделиями,Торговля оптовая галантерейными изделиями,Торговля оптовая одеждой и обувью,Торговля оптовая бытовыми электротоварами,Торговля оптовая изделиями из керамики и стекла и чистящими средствами,Торговля оптовая парфюмерными и косметическими товарами,Торговля оптовая ювелирными изделиями,Торговля оптовая прочими бытовыми товарами,Торговля оптовая золотом и другими драгоценными металлами,Торговля оптовая драгоценными камнями,Торговля оптовая неспециализированная,Торговля розничная в нестационарных торговых объектах и на рынках,Торговля розничная вне магазинов, палаток, рынков,Торговля розничная прочая в неспециализированных магазинах,Торговля розничная аудио- и видеотехникой в специализированных магазинах,Торговля розничная текстильными изделиями в специализированных магазинах,Торговля розничная бытовыми электротоварами в специализированных магазинах,Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах,Торговля розничная книгами в специализированных магазинах,Торговля розничная обувью и изделиями из кожи в специализированных магазинах,Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,Торговля розничная ювелирными изделиями в специализированных магазинах,Торговля розничная бывшими в употреблении товарами в магазинах,Торговля розничная прочая вне магазинов, палаток, рынков,Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая,Консультирование по вопросам коммерческой деятельности и управления,Деятельность рекламных агентств,Исследование конъюнктуры рынка и изучение общественного мнения,Деятельность в области фотографии,Деятельность по упаковыванию товаров,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки,Ремонт часов и ювелирных изделий|г Москва, Новинский б-р, д 13 стр 8|1|Глазунова Вера Ильинична|ФИО: Глазунова Вера Ильинична, Должность: ЛИКВИДАТОР|9955000.0|9340000.0|+79037243332|sfera.60@mail.ru
7703819043|"ООО ""ТРЕВИС-М"""||||68.20|Аренда и управление собственным или арендованным недвижимым имуществом,Строительство жилых и нежилых зданий,Вложения в ценные бумаги,Покупка и продажа собственного недвижимого имущества,Деятельность агентств недвижимости за вознаграждение или на договорной основе|г Москва, ул Заморёнова, д 5А|12|Гвазава Аляс Эдгарович,Гвазава Дмитрий Эдгарович|ФИО: Позднякова Галина Игоревна, Должность: Генеральный директор|70923000.0|32078000.0|84956052288,(8495) 6052288,|""
7703819090|"ООО ""ЭДАН МЕДИКАЛ"""||||46.46|Торговля оптовая фармацевтической продукцией,Деятельность агентов по оптовой торговле машинами, промышленным оборудованием, судами и летательными аппаратами,Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров,Торговля оптовая прочими бытовыми товарами,Торговля оптовая прочими машинами и оборудованием,Торговля оптовая неспециализированная,Торговля розничная прочими товарами в специализированных магазинах,Торговля розничная в нестационарных торговых объектах и на рынках,Торговля розничная вне магазинов, палаток, рынков,Торговля розничная прочая в неспециализированных магазинах,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах,Торговля розничная прочая вне магазинов, палаток, рынков,Деятельность вспомогательная прочая, связанная с перевозками,Консультирование по вопросам коммерческой деятельности и управления,Технические испытания, исследования, анализ и сертификация,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки,Деятельность в области медицины прочая, не включенная в другие группировки|г Москва, ул Верейская, д 17, офис 216|5|,|ФИО: Сяо Мэйхуа, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|59686000.0|70916000.0|+74996826787|anna.titova@edan.com.cn, russia@edan.com.cn
7703819149|"ООО ""АККОРД ИНВЕСТ"""||||64.99|Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки,Строительство автомобильных дорог и автомагистралей,Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний|г Москва, ул Зоологическая, д 4, офис 25|0|,|ФИО: Жестков Олег Анатольевич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|4007658000.0|9404000.0|""|n.tkachenko@sipair.org
7703819163|"ООО ""СИСТЕМЫ БЕЗОПАСНОСТИ"""||||71.11.1|Деятельность в области архитектуры, связанная с созданием архитектурного объекта,Производство пишущих машин, машин для обработки текста, калькуляторов, счетных машин и их частей,Строительство жилых и нежилых зданий,Подготовка строительной площадки,Производство земляных работ,Производство электромонтажных работ,Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха,Производство прочих строительно-монтажных работ,Производство штукатурных работ,Работы столярные и плотничные,Работы по устройству покрытий полов и облицовке стен,Производство малярных и стекольных работ,Производство прочих отделочных и завершающих работ,Производство кровельных работ,Работы строительные специализированные прочие, не включенные в другие группировки,Деятельность агентов по оптовой торговле сельскохозяйственным сырьем, живыми животными, текстильным сырьем и полуфабрикатами,Деятельность агентов по оптовой торговле топливом, рудами, металлами и химическими веществами,Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами,Деятельность агентов по оптовой торговле машинами, промышленным оборудованием, судами и летательными аппаратами,Деятельность агентов по оптовой торговле мебелью, бытовыми товарами, скобяными, ножевыми и прочими металлическими изделиями,Деятельность агентов по оптовой торговле текстильными изделиями, одеждой, обувью, изделиями из кожи и меха,Деятельность агентов по оптовой торговле пищевыми продуктами, напитками и табачными изделиями,Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,Торговля оптовая фруктами и овощами,Торговля оптовая мясом и мясными продуктами,Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами,Торговля оптовая напитками,Торговля оптовая табачными изделиями,Торговля оптовая сахаром, шоколадом и сахаристыми кондитерскими изделиями,Торговля оптовая кофе, чаем, какао и пряностями,Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков,Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями,Торговля оптовая текстильными изделиями,Торговля оптовая одеждой и обувью,Торговля оптовая бытовыми электротоварами,Торговля оптовая изделиями из керамики и стекла и чистящими средствами,Торговля оптовая парфюмерными и косметическими товарами,Торговля оптовая фармацевтической продукцией,Торговля оптовая мебелью, коврами и осветительным оборудованием,Торговля оптовая часами и ювелирными изделиями,Торговля оптовая прочими бытовыми товарами,Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства,Торговля оптовая станками,Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств,Торговля оптовая офисной мебелью,Торговля оптовая прочей офисной техникой и оборудованием,Торговля оптовая прочими машинами и оборудованием,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе,Деятельность в области архитектуры,Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях|г Москва, ул Грузинский Вал, д 11 стр 15|3|Гапонова Ирина Александровна|ФИО: Соколов Сергей Ильич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|14408000.0|13909000.0|+7(906)7290827|olga-audit@yandex.ru
7703819195|"ООО ""МПК"""||||63.91|Деятельность информационных агентств,Деятельность в области радиовещания,Деятельность в области телевизионного вещания,Разработка компьютерного программного обеспечения,Деятельность консультативная и работы в области компьютерных технологий,Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая,Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность,Деятельность по созданию и использованию баз данных и информационных ресурсов,Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки,Деятельность в области права,Деятельность рекламных агентств,Исследование конъюнктуры рынка,Деятельность по изучению общественного мнения|г Москва, ул Крылатские Холмы, д 37, кв 9|4|Чумиков Александр Николаевич,Тамиров Александр Суренович,|ФИО: Чумиков Александр Николаевич, Должность: Генеральный директор|1293000.0|1293000.0|""|PETROVA@NEZDUH.RU
