INN|NameOrg|Surname|Name|Patronymic|Okved|Okveds|Address|Employee Count|Founders|Managers|Income|Expense|Phones|Emails
5044077842|"ООО ""ТОРГСТРОЙ"""||||41.20|Строительство жилых и нежилых зданий,Распиловка и строгание древесины,Предоставление услуг по пропитке древесины,Производство прочих деревянных строительных конструкций и столярных изделий,Производство деревянной тары,Производство изделий из бетона, цемента и гипса,Производство строительных металлических конструкций и изделий,Обработка металлических изделий механическая,Производство замков, петель,Производство инструмента,Производство металлических бочек и аналогичных емкостей,Производство тары из легких металлов,Производство изделий из проволоки, цепей и пружин,Производство крепежных изделий,Производство мебели,Строительство автомобильных дорог и автомагистралей,Строительство прочих инженерных сооружений, не включенных в другие группировки,Разборка и снос зданий,Производство земляных работ,Производство электромонтажных работ,Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха,Производство прочих строительно-монтажных работ,Производство штукатурных работ,Работы столярные и плотничные,Работы по устройству покрытий полов и облицовке стен,Производство малярных и стекольных работ,Производство прочих отделочных и завершающих работ,Производство кровельных работ,Работы строительные специализированные прочие, не включенные в другие группировки,Работы гидроизоляционные,Торговля оптовая изделиями из керамики и стекла и чистящими средствами,Торговля оптовая мебелью, коврами и осветительным оборудованием,Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием,Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями,Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах,Деятельность автомобильного грузового транспорта и услуги по перевозкам,Транспортная обработка грузов,Деятельность вспомогательная прочая, связанная с перевозками,Аренда и лизинг строительных машин и оборудования|140000, Московская область, Г.О. ЛЮБЕРЦЫ, Г ЛЮБЕРЦЫ, УЛ КРАСНАЯ, Д. 1, ЛИТ/ЭТ/КОМН Б/8/24|0|Шахбазян Оганнес Еремович|ФИО: Шахбазян Оганнес Еремович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|21960000.0|21273000.0|""|""
5044077867|"ООО ""ГРОШ ТОРГ"""||||31.09|Производство прочей мебели,Изготовление прочей мебели и отдельных мебельных деталей, не включенных в другие группировки по индивидуальному заказу населения,Производство игр и игрушек,Торговля оптовая за вознаграждение или на договорной основе,Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров,Торговля оптовая прочими бытовыми товарами,Торговля оптовая играми и игрушками,Торговля оптовая неспециализированная,Торговля розничная в неспециализированных магазинах,Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах,Торговля розничная прочими бытовыми изделиями в специализированных магазинах,Торговля розничная прочими товарами в специализированных магазинах,Торговля розничная вне магазинов, палаток, рынков,Торговля розничная книгами в специализированных магазинах,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,Торговля розничная прочая вне магазинов, палаток, рынков,Деятельность транспортная вспомогательная,Деятельность по складированию и хранению,Транспортная обработка грузов,Деятельность вспомогательная прочая, связанная с перевозками,Издание компьютерных игр,Издание прочих программных продуктов,Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая,Денежное посредничество,Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению,Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения,Операции с недвижимым имуществом за вознаграждение или на договорной основе,Деятельность по управлению финансово-промышленными группами,Деятельность по управлению холдинг-компаниями,Консультирование по вопросам коммерческой деятельности и управления,Деятельность рекламная,Деятельность рекламных агентств,Деятельность специализированная в области дизайна,Деятельность в области фотографии,Деятельность по письменному и устному переводу,Деятельность по упаковыванию товаров,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки,Деятельность в области исполнительских искусств,Деятельность вспомогательная, связанная с исполнительскими искусствами,Деятельность в области художественного творчества,Деятельность учреждений культуры и искусства|г Москва, 2-й Магистральный тупик, д 7А стр 1, помещ IV ком 11|5|Кулюхин Михаил Юрьевич|ФИО: Кулюхин Михаил Юрьевич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|31135000.0|41034000.0|84991372771|accountant@alpino.biz, TISHA@PASSOLEGGERO.RU
5044077909|"ООО ""ДЕН-КЛИНИК"""||||86.23|Стоматологическая практика,Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений,Торговля розничная безалкогольными напитками в специализированных магазинах,Торговля розничная прочими пищевыми продуктами в специализированных магазинах,Торговля розничная чаем, кофе, какао в специализированных магазинах,Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки,Торговля розничная телекоммуникационным оборудованием, включая розничную торговлю мобильными телефонами, в специализированных магазинах,Торговля розничная книгами в специализированных магазинах,Торговля розничная газетами и журналами в специализированных магазинах,Торговля розничная писчебумажными и канцелярскими товарами в специализированных магазинах,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах,Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,Торговля розничная косметическими и парфюмерными товарами, кроме мыла в специализированных магазинах,Торговля розничная туалетным и хозяйственным мылом в специализированных магазинах,Торговля розничная сувенирами, изделиями народных художественных промыслов,Торговля розничная предметами культового и религиозного назначения, похоронными принадлежностями в специализированных магазинах,Страхование жизни,Страхование, кроме страхования жизни,Страхование гражданской ответственности,Страхование от несчастных случаев и болезней,Страхование рисков,Прочие виды страхования, не включенные в другие группировки,Операции с недвижимым имуществом за вознаграждение или на договорной основе,Покупка и продажа собственного недвижимого имущества,Покупка и продажа собственного жилого недвижимого имущества,Покупка и продажа собственных нежилых зданий и помещений,Аренда и управление собственным или арендованным недвижимым имуществом,Аренда и управление собственным или арендованным жилым недвижимым имуществом,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Деятельность в области здравоохранения,Деятельность больничных организаций,Общая врачебная практика,Деятельность в области медицины прочая, не включенная в другие группировки|Московская обл, г Солнечногорск, Молодежный проезд, д 1, офис VI|3|Томилов Денис Владимирович|ФИО: Томилов Денис Владимирович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|1992000.0|1901000.0|""|den-klinik@rambler.ru
5044077916|"ООО ИК ""ЭНЕРГОПРОЕКТ"""||||45.32|Торговля розничная автомобильными деталями, узлами и принадлежностями,Строительство жилых и нежилых зданий,Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения,Работы бетонные и железобетонные,Деятельность в области архитектуры, связанная с созданием архитектурного объекта,Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях,Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора,Создание геодезической, нивелирной, гравиметрической сетей,Деятельность по организации конференций и выставок,Деятельность спортивных объектов,Ремонт компьютеров и периферийного компьютерного оборудования,Деятельность физкультурно- оздоровительная|141544, Московская область, Г.О. ХИМКИ, Д БРЁХОВО, УЛ ЗЕЛЕНАЯ, Д. 1, ОФИС 49|1|Гинцяк Михаил Иосифович|ФИО: Абрамович Андрей Романович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|0.0|0.0|,(985) 7642912,|admin@ikep.ru
5044077930|"ООО ""МАСТЕРЛЕС"""||||02.20|Лесозаготовки,Лесоводство и прочая лесохозяйственная деятельность,Предоставление услуг в области лесоводства,Предоставление услуг в области лесозаготовок,Распиловка и строгание древесины,Предоставление услуг по пропитке древесины,Производство шпона, фанеры, деревянных плит и панелей,Производство сборных деревянных строений,Производство деревянной тары,Производство прочих деревянных изделий,Работы столярные и плотничные,Торговля автотранспортными средствами,Торговля автомобильными деталями, узлами и принадлежностями,Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием,Деятельность автомобильного грузового транспорта и услуги по перевозкам,Деятельность по складированию и хранению,Деятельность вспомогательная, связанная с автомобильным транспортом,Транспортная обработка грузов,Деятельность вспомогательная прочая, связанная с перевозками|Московская обл, г Солнечногорск, дп Поварово, мкр Лесхоз, д 43, кв 11|1|Шолин Александр Викторович|ФИО: Балашов Александр Сергеевич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|5665000.0|5411000.0|(495) 9942705,(495) 9942705|lesservis_l@mail.ru
5044078010|"ООО ""СК БРУС"""||||41.20|Строительство жилых и нежилых зданий,Предоставление услуг по пропитке древесины,Производство прочих деревянных строительных конструкций и столярных изделий,Производство деревянных строительных конструкций и столярных изделий,Производство сборных деревянных строений,Строительство прочих инженерных сооружений, не включенных в другие группировки,Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ,Работы строительные отделочные,Разборка и снос зданий,Производство земляных работ,Производство кровельных работ,Работы строительные специализированные прочие, не включенные в другие группировки,Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием,Торговля оптовая древесным сырьем и необработанными лесоматериалами,Торговля оптовая пиломатериалами,Торговля оптовая прочими строительными материалами и изделиями,Торговля розничная в нестационарных торговых объектах и на рынках,Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах,Торговля розничная пиломатериалами в специализированных магазинах,Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях,Деятельность в области архитектуры,Деятельность в области гидрометеорологии и смежных с ней областях, мониторинга состояния окружающей среды, ее загрязнения,Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции,Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки|141441, Московская область, Г ХИМКИ, Д ЕЛИНО, УЛ ЛЕТНЯЯ, Д. 1|22|,Дубовенко Елена Николаевна|ФИО: Горячев Сергей Анатольевич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|295216000.0|237766000.0|8 (495) 229-47-77|5044078010_504401001@eo.tensor.ru
5044078028|"ООО ""СТАНДАРТ ВУД"""||||16.1|Распиловка и строгание древесины,Лесозаготовки,Производство изделий из дерева, пробки, соломки и материалов для плетения,Предоставление услуг по пропитке древесины,Производство прочих деревянных строительных конструкций и столярных изделий,Производство деревянной тары,Производство прочих деревянных изделий; производство изделий из пробки, соломки и материалов для плетения,Производство мебели,Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами,Торговля оптовая бытовой мебелью,Торговля оптовая офисной мебелью,Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием,Торговля розничная пиломатериалами в специализированных магазинах,Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах,Торговля розничная изделиями из дерева, пробки и плетеными изделиями в специализированных магазинах|Московская обл, г Солнечногорск, мкр Тимоново, ул Подмосковная, д 49 стр 1|0|Каменецкий Павел Вадимович,Шаталин Сергей Викторович|ФИО: Каменецкий Павел Вадимович, Должность: Генеральный директор|0.0|0.0|(8925) 0041007,|""
5044078035|"ООО ""АВТ ТРЕЙД"""||||45.19.3|Торговля розничная прочими автотранспортными средствами прочая,Техническое обслуживание и ремонт автотранспортных средств,Торговля автомобильными деталями, узлами и принадлежностями,Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности,Торговля прочими автотранспортными средствами,Торговля розничная прочими автотранспортными средствами в специализированных магазинах,Техническое обслуживание и ремонт автотранспортных средств,Торговля оптовая автомобильными деталями, узлами и принадлежностями,Торговля розничная автомобильными деталями, узлами и принадлежностями|141580, Московская область, Г. ХИМКИ, Д. ЧЁРНАЯ ГРЯЗЬ, УЛ. СПОРТИВНАЯ, Д.65, К.1|5|Курневич Владимир Мечеславович,Васюрин Сергей Игоревич|ФИО: Ниронов Кирилл Борисович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|1318964000.0|1306590000.0|(495) 9956141,8(495)2763342,(495) 9956141|kb@avtmotors.ru
5044078109|"ООО ""КУБ ""РК-ГРУПП"""||||68.32.1|Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,Сбор и обработка сточных вод,Производство электромонтажных работ,Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха,Производство прочих строительно-монтажных работ,Работы по устройству покрытий полов и облицовке стен,Работы строительные специализированные прочие, не включенные в другие группировки,Хранение и складирование прочих грузов,Деятельность по чистке и уборке жилых зданий и нежилых помещений прочая|Московская обл, г Солнечногорск, деревня Голубое, кв-л КМЖЗ Мелодия леса, д 8, кв 191|0|Рукавишников Вячеслав Викторович,Костромин Иван Васильевич|ФИО: Костромин Иван Васильевич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР-2,ФИО: Рукавишников Вячеслав Викторович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР-1|14425000.0|13754000.0|,|""
5044078170|"ООО ""ФЕРОЛИТ ПЛЮС"""||||25.1|Производство строительных металлических конструкций и изделий,Разведение прочих животных,Смешанное сельское хозяйство,Рыболовство пресноводное,Рыбоводство морское,Рыбоводство пресноводное,Рыбоводство прудовое,Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии,Производство прочих готовых металлических изделий,Обработка металлов и нанесение покрытий на металлы,Обработка металлических изделий механическая,Строительство жилых и нежилых зданий,Работы строительные отделочные,Подготовка строительной площадки,Торговля оптовая прочими машинами, оборудованием и принадлежностями,Торговля оптовая специализированная прочая,Торговля оптовая неспециализированная,Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков,Торговля розничная в неспециализированных магазинах,Торговля розничная прочими бытовыми изделиями в специализированных магазинах,Торговля розничная вне магазинов, палаток, рынков,Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях,Деятельность в области гидрометеорологии и смежных с ней областях, мониторинга состояния окружающей среды, ее загрязнения,Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции,Деятельность рекламная,Деятельность в области фотографии,Деятельность по письменному и устному переводу,Деятельность по упаковыванию товаров|Московская обл, г Солнечногорск, рп Андреевка, д 43, кв 135|2|Бояринова Наталия Витальевна|ФИО: Бояринова Наталия Витальевна, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|39147000.0|36505000.0|(916) 1156318,|info@fplus.ru
