INN|NameOrg|Surname|Name|Patronymic|Okved|Okveds|Address|Employee Count|Founders|Managers|Income|Expense|Phones|Emails
1832043826|"ООО ""МИКРОСЕНС"""||||72.19|Научные исследования и разработки в области естественных и технических наук прочие,Производство приборов для контроля прочих физических величин,Производство приборов и аппаратуры для автоматического регулирования или управления,Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами,Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах,Разработка проектов промышленных процессов и производств, относящихся к электротехнике, электронной технике, горному делу, химической технологии, машиностроению, а также в области промышленного строительства, системотехники и техники безопасности|426010, Удмуртская Республика, Г. ИЖЕВСК, УЛ. АЗИНА, Д. 4, ОФИС 301, КОРПУС 3|1|Русских Сергей Викторович,Лихачёв Игорь Владимирович,Зорин Сергей Николаевич,Мурашов Андрей Владиславович|ФИО: Лихачёв Игорь Владимирович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|0.0|0.0|(3412) 30-80-20,17.12.2020 из отчетов: 89058765047,(3412) 308020|AIRTEST@UDM.RU, zakaz@skbp.ru
1832044121|"ООО ""ПРОМЫШЛЕННЫЙ ИНСТРУМЕНТ"""||||46.74.3|Торговля оптовая ручными инструментами,Обработка металлов и нанесение покрытий на металлы,Обработка металлических изделий механическая,Производство инструмента,Производство крепежных изделий,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения|г Ижевск, ул Азина, д 1, офис 506|14|Хасанов Дифкат Филикисович,Хурматуллин Радик Вазилович|ФИО: Хасанов Дифкат Филикисович, Должность: ДИРЕКТОР|311797000.0|257602000.0|(3412) 51-91-68,01.10.18 Тел. из стат. форм: 8904-279-06-71,  89042790671,  89042790671-данные из статистической отчетности от 09.11.2020,  17.12.2020 из отчетов: 89042790671,(3412) 52-79-72|prominstr@udm.net
1832044234|"ООО ""СП БЕТОН"""||||46.73|Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием,Производство изделий из бетона для использования в строительстве,Производство товарного бетона,Строительство жилых и нежилых зданий,Деятельность автомобильного грузового транспорта и услуги по перевозкам|г Ижевск, ул Живсовхозная, д 47В|1|Капаев Олег Васильевич|ФИО: Капаев Олег Васильевич, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|0.0|2000.0|,01.10.2018 Тел. из стат. форм: 67-15-68, 8-912-744-25-51,  17.12.2020 из отчетов: 671568|elite-service@yandex.ru
1832044756|"ООО ""ТПФ БЕСТ"""||||46.45|Торговля оптовая парфюмерными и косметическими товарами,Ремонт машин и оборудования,Стирка и химическая чистка текстильных и меховых изделий|г Ижевск, ул Новоажимова, д 12, кв 75|0|Сафронов Александр Анатольевич,Параховский Олег Дмитриевич|ФИО: Параховский Олег Дмитриевич, Должность: ДИРЕКТОР|21000.0|162000.0|(3412) 60-06-08,01.10.18 Тел. из стат. форм: 90-18-18.|bestiz@mail.ru
1832044770|"ООО ""АРСАЛЗ"""||||41.20|Строительство жилых и нежилых зданий,Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ,Работы строительные отделочные,Работы строительные специализированные прочие, не включенные в другие группировки,Торговля оптовая неспециализированная|г Ижевск, ул Механизаторская, д 19А|8|Ахметов Рустам Римович|ФИО: Ахметов Рустам Римович, Должность: ДИРЕКТОР|204803000.0|204633000.0|919-916-90-08,01.10.2018 Тел. из стат. форм: 492322,  17.12.2020 из отчетов: 492322|mnv@spkars.ru, ARSALZ@MAIL.RU
1832044851|"ООО ""АВИАСЕРВИС-ИНЖИНИРИНГ"""||||46.90|Торговля оптовая неспециализированная,Обработка металлов и нанесение покрытий на металлы,Обработка металлических изделий механическая,Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами,Торговля оптовая твердым топливом,Торговля оптовая моторным топливом, включая авиационный бензин,Торговля оптовая химическими продуктами,Торговля оптовая промышленными химикатами,Торговля розничная прочими товарами в специализированных магазинах,Торговля розничная прочая в неспециализированных магазинах,Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах,Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет,Торговля розничная через Интернет-аукционы,Торговля розничная, осуществляемая непосредственно при помощи телевидения, радио, телефона,Деятельность по складированию и хранению|г Ижевск, ул Пушкинская, д 277, офис 6/3|2|Новокшонов Алексей Анатольевич|ФИО: Новокшонов Алексей Анатольевич, Должность: ДИРЕКТОР|8741000.0|8041000.0|,(3412) 52-30-70,17.12.2020 сводный отдел: 8 (341) 297-12-70,  17.12.2020 из отчетов: 3412971270,(3412) 52-30-70|aviaservice24@mail.ru
1832045132|"ООО ""ЛЕВАДА"""||||46.90|Торговля оптовая неспециализированная,Добыча торфа,Предоставление услуг по монтажу, ремонту и демонтажу буровых вышек,Производство пиломатериалов, кроме профилированных, толщиной более 6 мм; производство непропитанных железнодорожных и трамвайных шпал из древесины,Производство пиломатериалов, профилированных по кромке; производство древесного полотна, древесной муки; производство технологической щепы или стружки,Производство деревянных строительных конструкций и столярных изделий,Производство сборных деревянных строений,Производство товарного бетона,Производство сухих бетонных смесей,Производство минеральных тепло- и звукоизоляционных материалов и изделий,Производство строительных металлических конструкций, изделий и их частей,Производство металлических дверей и окон,Производство радиаторов,Производство котлов центрального отопления,Производство прочих металлических цистерн, резервуаров и емкостей,Производство замков, петель,Производство прицепов и полуприцепов,Предоставление услуг по восстановлению и оснащению (завершению) железнодорожных локомотивов, трамвайных моторных вагонов и прочего подвижного состава,Ремонт машин и оборудования,Ремонт электрического оборудования,Ремонт и техническое обслуживание прочих транспортных средств и оборудования,Монтаж промышленных машин и оборудования,Строительство автомобильных дорог и автомагистралей,Строительство железных дорог и метро,Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха,Работы по сборке и монтажу сборных конструкций,Торговля розничная в нестационарных торговых объектах и на рынках,Торговля розничная вне магазинов, палаток, рынков,Торговля розничная скобяными изделиями в специализированных магазинах,Торговля розничная лакокрасочными материалами в специализированных магазинах,Торговля розничная стеклом в специализированных магазинах,Торговля розничная санитарно-техническим оборудованием в специализированных магазинах,Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах,Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах,Торговля розничная пиломатериалами в специализированных магазинах,Торговля розничная кирпичом в специализированных магазинах,Торговля розничная металлическими и неметаллическими конструкциями в специализированных магазинах,Торговля розничная обоями и напольными покрытиями в специализированных магазинах,Торговля розничная бытовыми электротоварами в специализированных магазинах,Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах,Торговля розничная изделиями из дерева, пробки и плетеными изделиями в специализированных магазинах,Торговля розничная бытовыми изделиями и приборами, не включенными в другие группировки, в специализированных магазинах,Торговля розничная газетами и журналами в специализированных магазинах,Торговля розничная писчебумажными и канцелярскими товарами в специализированных магазинах,Торговля розничная лодками в специализированных магазинах,Торговля розничная мужской, женской и детской одеждой в специализированных магазинах,Торговля розничная косметическими и парфюмерными товарами, кроме мыла в специализированных магазинах,Торговля розничная туалетным и хозяйственным мылом в специализированных магазинах,Торговля розничная прочая в специализированных магазинах,Деятельность железнодорожного транспорта: грузовые перевозки,Хранение и складирование замороженных или охлажденных грузов,Деятельность вспомогательная, связанная с железнодорожным транспортом,Деятельность вспомогательная, связанная с автомобильным транспортом,Транспортная обработка контейнеров,Транспортная обработка прочих грузов,Деятельность вспомогательная прочая, связанная с перевозками,Деятельность информационных агентств,Деятельность по проведению финансового аудита,Деятельность по оказанию услуг в области бухгалтерского учета,Деятельность рекламных агентств,Аренда и лизинг железнодорожного транспорта и оборудования|г Ижевск, ул Ленинградская, д 118, кв 156|1|Исмагилов Линар Марсович|ФИО: Исмагилов Линар Марсович, Должность: ГЕНЕРАЛЬНЫЙ ДИРЕКТОР|0.0|0.0|""|""
1832045414|"ООО ""ТРИН"""||||16.10.1|Производство пиломатериалов, кроме профилированных, толщиной более 6 мм; производство непропитанных железнодорожных и трамвайных шпал из древесины,Производство деревянных строительных конструкций и столярных изделий,Производство деревянной тары,Производство мебели|Удмуртская Респ, Завьяловский р-н, деревня Шудья, ул Кленовая, д 14|0|Муртазин Мансур Шайхнурович|ФИО: Муртазин Мансур Шайхнурович, Должность: ДИРЕКТОР|0.0|0.0|(3412) 56-28-53,01.10.2018 Тел. из стат. форм: 562853, 89127591606,  11.12.2020-  отдел пром: (3412) 56-28-53|""
1832045534|"ООО ""ТД ""ДУСЛЫК"""||||56.10|Деятельность ресторанов и услуги по доставке продуктов питания,Торговля розничная прочая в неспециализированных магазинах,Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания,Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах,Подача напитков,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Деятельность зрелищно-развлекательная прочая|г Ижевск, ул Азина, д 143, офис 4|22|Гиниятуллина Татьяна Авзаловна|ФИО: Гиниятуллина Татьяна Авзаловна, Должность: ДИРЕКТОР|22926000.0|20574000.0|(3412) 51-74-35,(3412) 51-74-34|""
1832045541|"ООО ""ЛЕЙСАН"""||||47.11|Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах,Торговля оптовая пищевыми продуктами, напитками и табачными изделиями,Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах|г Ижевск, ул Фурманова, д 82|11|Гимазиева Фанзиля Талиндаровна|ФИО: Гимазиева Фанзиля Талиндаровна, Должность: ДИРЕКТОР|14897000.0|15080000.0|""|GFTGFT2012@MAIL.RU
